start_date,event_type,venue,latitude,longitude
2023-02-02T20:45-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-02T19:30-0800,music,Davies Symphony Hall,37.7782755,-122.4198453
2023-02-02T12:00-0800,lecture-education,Contemporary Jewish Museum,37.7858572,-122.4038531
2023-02-02T19:00-0800,music,Public Works,37.7688759,-122.4194268
2023-02-02T19:30-0800,music,UMA Gallery Oakland,,
2023-02-02T20:00-0800,medy,San Jose Improv,37.3356047,-121.8883856
2023-02-02T22:00-0800,music,Make-Out Room,37.7552647,-122.4193588
2023-02-02T18:00-0800,literature,The Green Arcade,,
2023-02-02T18:00-0800,music,The Knockout,37.7451489,-122.4199626
2023-02-02T18:00-0800,he-arts,540 Rogues,,
2023-02-02T19:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-02T19:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-02T19:00-0800,music,Make-Out Room,37.7552647,-122.4193588
2023-02-02T19:30-0800,music,Amado's,37.7570372,-122.4215521
2023-02-02T20:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-02T20:00-0800,music,Ashkenaz Music & Dance Community Center,37.8801212,-122.2952932
2023-02-02T21:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-02T19:00-0800,heatre-performing-arts,Golden Gate Theatre,37.7825715,-122.4110742
2023-02-02T19:30-0800,he-arts,Herbst Theatre,37.7795368,-122.4210212
2023-02-02T10:00-0800,utdoor-recreation,San Francisco Zoo,37.7354075,-122.5066702
2023-02-02T17:00-0800,music,Marin Center,38.002416,-122.5334235
2023-02-02T12:00-0800,music,Felton Music Hall,,
2023-02-02T17:00-0800,he-arts,San Jose Museum of Art,37.3336747,-121.8900389
2023-02-02T18:00-0800,music,Hopmonk Tavern - Novato ,38.088499,-122.5534335
2023-02-02T18:30-0800,he-arts,Gray Area,37.7544054,-122.4183493
2023-02-02T19:00-0800,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2023-02-02T19:00-0800,music,JaM Cellars,,
2023-02-02T21:00-0800,music,Boom Boom Room,37.78460570000001,-122.4332024
2023-02-02T21:00-0800,music,Tupelo,37.7992702,-122.4075249
2023-02-02T21:50-0800,music,Moe's Alley,36.9877657,-121.9829016
2023-02-02T10:00-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-02T12:20-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-02T14:40-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-02T17:00-0800,he-arts,San Francisco Arts Commission Gallery,37.7795732,-122.42101
2023-02-02T17:00-0800,music,Almost Famous Wine Lounge,,
2023-02-02T17:30-0800,ivism,#DoStuffAtHome,,
2023-02-02T17:30-0800,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2023-02-02T18:00-0800,music,Osteria Divino,,
2023-02-02T18:30-0800,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2023-02-02T19:00-0800,he-arts,Workshop,37.7775225,-122.441467
2023-02-02T19:00-0800,lecture-education,Osher Marin Jewish Community Center,37.9996871,-122.523128
2023-02-02T22:00-0800,j-parties,The Valencia Room,,
2023-02-02T08:00-0800,iety,Salesforce Park,,
2023-02-02T09:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T09:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T10:00-0800,iety,Salesforce Park,,
2023-02-02T10:30-0800,iety,Salesforce Park,,
2023-02-02T12:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T13:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T14:00-0800,iety,Salesforce Park,,
2023-02-02T14:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T14:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T14:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T14:30-0800,lgbtq,San Francisco AIDS Foundation,,
2023-02-02T14:30-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T15:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T15:30-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T17:30-0800,igital-events,SF LGBT Center,37.7716881,-122.4240297
2023-02-02T18:00-0800,lgbtq,The San Mateo County Pride Center,,
2023-02-02T19:00-0800,heatre-performing-arts,Hammer Theatre Center,37.3337172,-121.8864592
2023-02-02T19:00-0800,music,Black Cat,37.783838,-122.4144901
2023-02-02T19:00-0800,music,The Bistro,,
2023-02-02T19:00-0800,lecture-education,The United Irish Cultural Center,37.7708478,-122.203332
2023-02-02T19:00-0800,heatre-performing-arts,Arts Research Center at UC Berkeley,,
2023-02-02T19:00-0800,iety,Brava Theater,37.7526148,-122.4078356
2023-02-02T19:30-0800,music,Sofar Sounds - Secret Location,,
2023-02-02T19:30-0800,literature,Green Apple Books on the Park,,
2023-02-02T20:00-0800,utdoor-recreation,The Center SF,37.774623,-122.4308296
2023-02-02T22:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T22:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T22:15-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T22:15-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T22:30-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T22:30-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T23:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T23:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T23:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T23:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T23:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T23:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T23:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-02T23:30-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-03T22:00-0800,music,August Hall,37.7875878,-122.4096056
2023-02-03T21:00-0800,music,The Midway,37.7494472,-122.3860183
2023-01-20T19:30-0800,,War Memorial Opera House,37.7785999,-122.4208
2023-02-03T20:00-0800,music,The Warfield,37.7827039,-122.4103578
2023-02-03T20:00-0800,music,Fox Theater,37.8079974,-122.2700635
2023-02-03T19:30-0800,music,The Chapel,37.760565,-122.421188
2023-02-03T20:00-0800,music,Freight & Salvage,37.8706997,-122.2695537
2023-02-03T21:00-0800,music,Great American Music Hall,37.7848325,-122.418809
2023-02-03T19:30-0800,medy,Swedish American Hall,37.7666364,-122.4304527
2023-02-03T20:30-0800,music,Bottom Of The Hill,37.7649597,-122.3964408
2023-02-03T22:00-0800,music,1015 Folsom,37.7781117,-122.4058001
2023-02-03T19:30-0800,medy,Punch Line San Francisco,37.795486,-122.4001359
2023-02-03T21:45-0800,medy,Punch Line San Francisco,37.795486,-122.4001359
2023-02-03T21:00-0800,music,The Independent,37.7755362,-122.4376556
2023-02-03T19:00-0800,music,The New Parish,37.8078923,-122.2727873
2023-02-03T21:00-0800,music,Elbo Room (Jack London),,
2023-02-03T22:00-0800,music,Temple,37.7879716,-122.3972152
2023-02-03T19:30-0800,medy,Cobb's Comedy Club,37.802989,-122.4143902
2023-02-03T20:00-0800,music,Rickshaw Stop,37.7760033,-122.4204681
2023-02-03T20:00-0800,music,Hopmonk Tavern - Novato ,38.088499,-122.5534335
2023-02-03T19:30-0800,medy,San Jose Improv,37.3356047,-121.8883856
2023-02-03T20:00-0800,music,Cornerstone,37.8663423,-122.2671777
2023-02-03T21:00-0800,music,Monarch,37.7809743,-122.4084128
2023-02-03T22:30-0800,medy,Cobb's Comedy Club,37.802989,-122.4143902
2023-02-03T21:30-0800,music,The Great Northern,37.7674263,-122.4062869
2023-02-03T21:00-0800,j-parties,DNA Lounge,37.7711031,-122.4126145
2023-02-03T20:00-0800,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2023-02-03T21:45-0800,medy,San Jose Improv,37.3356047,-121.8883856
2023-02-03T18:00-0800,food-drink,FANG,,
2023-02-03T19:30-0800,music,Davies Symphony Hall,37.7782755,-122.4198453
2023-02-03T19:30-0800,music,SFJAZZ Center,37.7764466,-122.4215079
2023-02-03T21:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2022-05-31T08:00-0700,xperiences,Yerba Buena Neighborhood,37.7749295,-122.4194155
2023-02-03T19:30-0800,music,Palace of Fine Arts,37.8019913,-122.4486565
2023-02-03T20:00-0800,music,The Golden Bull,37.8042166,-122.2703319
2023-02-03T20:00-0800,music,Public Works,37.7688759,-122.4194268
2023-02-03T21:00-0800,lgbtq,El Rio,37.7468046,-122.4194395
2023-02-03T17:00-0800,music,The Knockout,37.7451489,-122.4199626
2023-02-03T19:00-0800,music,Hammer4,,
2023-02-03T19:00-0800,music,Make-Out Room,37.7552647,-122.4193588
2023-02-03T19:00-0800,heatre-performing-arts,Golden Gate Theatre,37.7825715,-122.4110742
2023-02-03T20:30-0800,music,Hopmonk Tavern - Sebastopol,38.4011362,-122.8226923
2023-02-03T20:30-0800,music,The Plough and Stars,37.7832657,-122.4605347
2023-02-03T20:00-0800,music,Hopmonk Tavern - Sonoma,38.28864859999999,-122.4587966
2023-02-03T20:00-0800,medy,Washington Inn,37.8017748,-122.2740205
2023-02-03T21:00-0800,j-parties,The Lone Star Saloon,37.77216749999999,-122.4108778
2023-02-03T19:00-0800,iety,Mission Bowling Club,37.763927,-122.4167155
2023-02-03T20:00-0800,music,SAP Center,37.3322405,-121.9016508
2023-02-03T20:00-0800,music,Old First Presbyterian Church,37.7911876,-122.4220375
2023-02-03T21:00-0800,music,Crybaby,,
2023-02-03T16:00-0800,music,Anderson Valley Brewing Company,,
2023-02-03T20:00-0800,music,Felton Music Hall,,
2023-02-03T20:30-0800,music,Ivy Room,37.890476,-122.299261
2023-02-03T21:00-0800,music,Audio SF,37.771391,-122.413852
2023-02-03T18:00-0800,he-arts,San Jose Museum of Art,37.3336747,-121.8900389
2023-02-03T18:00-0800,music,Hopmonk Tavern - Sonoma,38.28864859999999,-122.4587966
2023-02-03T18:30-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-03T19:00-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-03T20:00-0800,music,The Ritz,37.33002740000001,-121.8856819
2023-02-03T20:00-0800,music,Mystic Theatre,38.2333306,-122.6399996
2023-02-03T20:00-0800,music,The Blue Note,38.299695,-122.2855381
2023-02-03T20:00-0800,iety,Art Boutiki,37.3305076,-121.9116715
2023-02-03T20:45-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-03T20:55-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-03T21:00-0800,music,Smiley's Schooner Saloon,37.9101928,-122.6851436
2023-02-03T21:00-0800,music,Tupelo,37.7992702,-122.4075249
2023-02-03T21:00-0800,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2023-02-03T21:00-0800,music,Amado's,37.7570372,-122.4215521
2023-02-03T17:30-0800,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2023-02-03T18:30-0800,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2023-02-03T18:30-0800,he-arts,Gray Area,37.7544054,-122.4183493
2023-02-03T19:00-0800,music,Ashkenaz Music & Dance Community Center,37.8801212,-122.2952932
2023-02-03T19:00-0800,music,The Lost Church San Francisco,37.76578300000001,-122.418409
2023-02-03T20:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-03T20:00-0800,music,The Crepe Place,36.9794609,-122.0109079
2023-02-03T20:00-0800,music,The Bistro,,
2023-02-03T20:00-0800,music,Baltic Kiss ,,
2023-02-03T21:00-0800,music,Longboard Margarita Bar,37.6332223,-122.4881133
2023-02-03T21:30-0800,j-parties,Cat Club,37.77541739999999,-122.409985
2023-02-03T22:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-03T22:00-0800,music,Make-Out Room,37.7552647,-122.4193588
2023-02-03T22:00-0800,music,Pure Night Club (Sunnyvale),37.37681680000001,-122.0298044
2023-02-03T22:00-0800,music,HALCYON SF,37.771465,-122.4139198
2023-02-03T23:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-03T13:00-0800,heatre-performing-arts,Manny's,,
2023-02-03T15:00-0800,lgbtq,The San Mateo County Pride Center,,
2023-02-03T15:00-0800,igital-events,Online,37.7726402,-122.4099154
2023-02-03T18:00-0800,lgbtq,San Francisco AIDS Foundation,,
2023-02-03T19:00-0800,medy,The Speakeasy SF,,
2023-02-03T19:00-0800,music,Black Cat,37.783838,-122.4144901
2023-02-03T19:00-0800,utdoor-recreation,The Center SF,37.774623,-122.4308296
2023-02-03T19:30-0800,music,Sofar Sounds - Secret Location,,
2023-02-03T19:30-0800,music,Sofar Sounds - Secret Location,,
2023-02-03T19:30-0800,music,Vacaville Performing Arts Theatre,38.3558076,-121.963197
2023-02-03T19:30-0800,medy,3 Steves Winery,37.6485433,-121.694541
2023-02-03T20:00-0800,medy,The Valencia Room,,
2023-02-03T21:00-0800,music,Moe's Alley,36.9877657,-121.9829016
2023-02-03T21:30-0800,music,LOVE + PROPAGANDA,37.7888105,-122.4065967
2023-02-03T18:00-0800,music,Marin Center,38.002416,-122.5334235
2023-02-03T19:00-0800,music,JaM Cellars,,
2023-02-03T19:30-0800,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2023-02-03T19:45-0800,ports,Golden 1 Center,38.5802066,-121.4993496
2023-02-03T17:30-0800,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2023-02-03T21:00-0800,music,Boom Boom Room,37.78460570000001,-122.4332024
2023-02-03T13:00-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-03T16:00-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-03T17:30-0800,music,Almost Famous Wine Lounge,,
2023-02-03T18:30-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-03T19:00-0800,music,Osteria Divino,,
2023-02-03T21:00-0800,music,Thee Stork Club,,
2023-02-03T21:00-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-03T22:00-0800,j-parties,The Valencia Room,,
2023-02-03T22:15-0800,medy,Brava Cabaret,,
2023-02-03T10:00-0800,iety,Salesforce Park,,
2023-02-03T18:00-0800,music,Del Cielo Brewing,,
2023-02-03T18:30-0800,music,The United Irish Cultural Center,37.7708478,-122.203332
2023-02-03T19:00-0800,literature,Green Apple Books on the Park,,
2023-02-04T20:00-0800,music,The Fillmore,37.7840042,-122.4331332
2023-01-20T19:30-0800,,War Memorial Opera House,37.7785999,-122.4208
2023-02-04T20:00-0800,music,The Warfield,37.7827039,-122.4103578
2023-02-04T22:00-0800,music,August Hall,37.7875878,-122.4096056
2023-02-04T21:00-0800,music,Cafe du Nord,37.7667547,-122.4305017
2023-02-04T21:30-0800,music,Swedish American Hall,37.7666364,-122.4304527
2023-02-04T19:30-0800,music,DNA Lounge,37.7711031,-122.4126145
2023-02-04T20:00-0800,music,The UC Theatre,37.8718207,-122.2697649
2023-02-04T19:30-0800,medy,Cobb's Comedy Club,37.802989,-122.4143902
2023-02-04T21:00-0800,music,The Independent,37.7755362,-122.4376556
2023-02-04T20:30-0800,music,The Chapel,37.760565,-122.421188
2023-02-04T19:30-0800,medy,Punch Line San Francisco,37.795486,-122.4001359
2023-02-04T21:45-0800,medy,Punch Line San Francisco,37.795486,-122.4001359
2023-02-04T19:00-0800,medy,Swedish American Hall,37.7666364,-122.4304527
2023-02-04T22:00-0800,music,Public Works,37.7688759,-122.4194268
2023-02-04T19:30-0800,music,The Chapel,37.760565,-122.421188
2023-02-04T20:30-0800,music,Elbo Room (Jack London),,
2023-02-04T21:00-0800,music,Monarch,37.7809743,-122.4084128
2023-02-04T20:00-0800,music,Rickshaw Stop,37.7760033,-122.4204681
2023-02-04T20:30-0800,music,Thee Parkside,37.7651653,-122.3998925
2023-02-04T11:00-0800,he-arts,SFMOMA,37.7859072,-122.4008003
2023-02-04T20:00-0800,music,Great American Music Hall,37.7848325,-122.418809
2023-02-04T19:00-0800,medy,San Jose Improv,37.3356047,-121.8883856
2023-02-04T20:00-0800,music,Longboard Margarita Bar,37.6332223,-122.4881133
2023-02-04T20:00-0800,music,Freight & Salvage,37.8706997,-122.2695537
2023-02-04T22:00-0800,music,The Great Northern,37.7674263,-122.4062869
2023-02-04T14:00-0800,j-parties,Aracely Cafe,,
2023-02-04T20:00-0800,music,The New Parish,37.8078923,-122.2727873
2023-02-04T22:30-0800,medy,Cobb's Comedy Club,37.802989,-122.4143902
2023-02-04T22:00-0800,music,1015 Folsom,37.7781117,-122.4058001
2023-02-04T20:30-0800,music,Bottom Of The Hill,37.7649597,-122.3964408
2023-02-04T21:30-0800,medy,San Jose Improv,37.3356047,-121.8883856
2023-02-04T19:00-0800,food-drink,BiteUnite,,
2023-02-04T17:30-0800,music,Chase Center,37.7688295,-122.3894164
2023-02-04T20:00-0800,music,The Hotel Utah Saloon,37.7793954,-122.3980837
2023-02-04T19:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2022-05-31T08:00-0700,xperiences,Yerba Buena Neighborhood,37.7749295,-122.4194155
2023-02-04T17:00-0800,music,The Knockout,37.7451489,-122.4199626
2023-02-04T21:00-0800,music,Public Works,37.7688759,-122.4194268
2023-02-04T19:30-0800,music,SFJAZZ Center,37.7764466,-122.4215079
2023-02-04T21:00-0800,music,The Golden Bull,37.8042166,-122.2703319
2023-02-04T15:00-0800,j-parties,El Rio,37.7468046,-122.4194395
2023-02-04T21:30-0800,music,Audio SF,37.771391,-122.413852
2023-02-04T22:00-0800,music,Temple,37.7879716,-122.3972152
2023-02-04T17:30-0800,music,Piedmont Piano Company,37.8076654,-122.2720292
2023-02-04T20:00-0800,music,Piedmont Piano Company,37.8076654,-122.2720292
2023-02-04T22:00-0800,music,Make-Out Room,37.7552647,-122.4193588
2023-02-04T23:59-0800,j-parties,The EndUp,37.7772436,-122.4037707
2023-02-04T11:30-0800,music,Felton Music Hall,,
2023-02-04T13:00-0800,he-arts,Fort Mason Center,37.8050335,-122.4337423
2023-02-04T16:00-0800,j-parties,The Lone Star Saloon,37.77216749999999,-122.4108778
2023-02-04T19:00-0800,heatre-performing-arts,Golden Gate Theatre,37.7825715,-122.4110742
2023-02-04T19:30-0800,film,Fort Mason Center,37.8050335,-122.4337423
2023-02-04T20:00-0800,music,HALCYON SF,37.771465,-122.4139198
2023-02-04T20:00-0800,music,Amado's,37.7570372,-122.4215521
2023-02-04T21:00-0800,j-parties,The Lone Star Saloon,37.77216749999999,-122.4108778
2023-02-04T18:30-0800,music,The Blue Note,38.299695,-122.2855381
2023-02-04T19:00-0800,music,Hopmonk Tavern - Novato ,38.088499,-122.5534335
2023-02-04T21:00-0800,music,The Blue Note,38.299695,-122.2855381
2023-02-04T18:00-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-04T19:00-0800,music,924 Gilman,37.879658,-122.2993498
2023-02-04T20:00-0800,music,Ivy Room,37.890476,-122.299261
2023-02-04T20:00-0800,music,The Bistro,,
2023-02-04T20:30-0800,music,Mystic Theatre,38.2333306,-122.6399996
2023-02-04T21:30-0800,music,Tupelo,37.7992702,-122.4075249
2023-02-04T11:00-0800,he-arts,San Jose Museum of Art,37.3336747,-121.8900389
2023-02-04T11:00-0800,iety,Redwood City Courthouse Square,37.4869745,-122.2296649
2023-02-04T11:30-0800,food-drink,7 Mile House,37.7043224,-122.4074595
2023-02-04T12:00-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-04T13:30-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-04T14:15-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-04T16:30-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-04T18:00-0800,music,Hopmonk Tavern - Sonoma,38.28864859999999,-122.4587966
2023-02-04T18:45-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-04T19:00-0800,he-arts,San Jose Center for the Performing Arts,37.329514,-121.8912718
2023-02-04T19:00-0800,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2023-02-04T19:30-0800,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2023-02-04T20:00-0800,music,Memorial Auditorium,38.5788426,-121.4857235
2023-02-04T20:00-0800,music,Thee Stork Club,,
2023-02-04T20:00-0800,music,Atlas Lounge,,
2023-02-04T20:00-0800,music,Hopmonk Tavern - Sonoma,38.28864859999999,-122.4587966
2023-02-04T20:00-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-04T20:30-0800,music,Hopmonk Tavern - Sebastopol,38.4011362,-122.8226923
2023-02-04T21:00-0800,music,Crybaby,,
2023-02-04T21:00-0800,music,Smiley's Schooner Saloon,37.9101928,-122.6851436
2023-02-04T21:00-0800,film,Roxie Theater,37.7647103,-122.4224081
2023-02-04T22:00-0800,music,Pure Night Club (Sunnyvale),37.37681680000001,-122.0298044
2023-02-04T23:00-0800,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2023-02-04T11:00-0800,he-arts,Workshop,37.7775225,-122.441467
2023-02-04T12:30-0800,music,Hopmonk Tavern - Sonoma,38.28864859999999,-122.4587966
2023-02-04T13:00-0800,he-arts,San Francisco Arts Commission Gallery,37.7795732,-122.42101
2023-02-04T13:00-0800,music,JaM Cellars,,
2023-02-04T15:00-0800,music,The Bistro,,
2023-02-04T17:30-0800,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2023-02-04T18:30-0800,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2023-02-04T19:00-0800,music,The Lost Church San Francisco,37.76578300000001,-122.418409
2023-02-04T19:00-0800,music,Ashkenaz Music & Dance Community Center,37.8801212,-122.2952932
2023-02-04T20:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-04T20:00-0800,iety,Zellerbach Hall at UC Berkeley,37.8690894,-122.2609256
2023-02-04T20:00-0800,medy,PianoFight,37.7839092,-122.4106652
2023-02-04T20:00-0800,music,The Crepe Place,36.9794609,-122.0109079
2023-02-04T20:30-0800,music,The Plough & Stars,37.7832657,-122.4605347
2023-02-04T21:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-04T21:00-0800,music,The Ritz,37.33002740000001,-121.8856819
2023-02-04T21:00-0800,j-parties,Cat Club,37.77541739999999,-122.409985
2023-02-04T21:00-0800,j-parties,Slate Bar,37.7649659,-122.4180492
2023-02-04T22:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-04T23:00-0800,he-arts,PianoFight,37.7839092,-122.4106652
2023-02-04T10:00-0800,heatre-performing-arts,The Marsh - San Francisco,37.7558531,-122.4212321
2023-02-04T10:00-0800,festival,Fort Mason Center,37.8050335,-122.4337423
2023-02-04T12:00-0800,festival,UMA Gallery Oakland,,
2023-02-04T17:00-0800,music,Alameda County Fairgrounds,37.6599327,-121.8820906
2023-02-04T19:00-0800,music,Fox Theatre - Redwood City,37.4863286,-122.2296294
2023-02-04T19:00-0800,music,Black Cat,37.783838,-122.4144901
2023-02-04T19:00-0800,utdoor-recreation,The Center SF,37.774623,-122.4308296
2023-02-04T19:00-0800,lgbtq,San Francisco AIDS Foundation,,
2023-02-04T19:00-0800,medy,White Horse Bar,37.8518265,-122.2605589
2023-02-04T19:30-0800,music,Sofar Sounds - Secret Location,,
2023-02-04T19:30-0800,music,Lesher Center for the Arts,37.9009176,-122.0634147
2023-02-04T19:30-0800,music,Sofar Sounds - Secret Location,,
2023-02-04T20:00-0800,iety,Hertz Hall,,
2023-02-04T20:00-0800,j-parties,Cornerstone,37.8663423,-122.2671777
2023-02-04T20:00-0800,medy,The Valencia Room,,
2023-02-04T21:00-0800,music,F8sf,38.6885727,-121.1808459
2023-02-04T21:00-0800,music,Moe's Alley,36.9877657,-121.9829016
2023-02-04T21:30-0800,music,LOVE + PROPAGANDA,37.7888105,-122.4065967
2023-02-04T20:00-0800,music,The Phoenix Theater (Petaluma),38.23530890000001,-122.6434189
2023-02-04T12:00-0800,music,Marin Center,38.002416,-122.5334235
2023-02-04T16:00-0800,music,Marin Center,38.002416,-122.5334235
2023-02-04T18:45-0800,ports,Golden 1 Center,38.5802066,-121.4993496
2023-02-04T20:00-0800,iety,Art Boutiki,37.3305076,-121.9116715
2023-02-04T21:00-0800,j-parties,Powerhouse,37.7730651,-122.4121056
2023-02-04T11:00-0800,xperiences,RE/MAX - 4232 MacArthur,,
2023-02-04T21:15-0800,music,Boom Boom Room,37.78460570000001,-122.4332024
2023-02-04T10:00-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-04T11:40-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-04T13:35-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-04T16:00-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-04T18:00-0800,food-drink,Slate Bar,37.7649659,-122.4180492
2023-02-04T18:00-0800,medy,Almost Famous Wine Lounge,,
2023-02-04T18:30-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-04T19:00-0800,music,Osteria Divino,,
2023-02-04T21:00-0800,heatre-performing-arts,The Village at Corte Madera,,
2023-02-04T22:00-0800,j-parties,The Valencia Room,,
2023-02-04T10:00-0800,iety,Salesforce Park,,
2023-02-04T15:00-0800,lecture-education,The United Irish Cultural Center,37.7708478,-122.203332
2023-02-04T18:30-0800,he-arts,The Box SF,,
2023-02-04T20:00-0800,medy,The Valencia Room,,
2023-02-04T22:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-04T22:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-04T22:00-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-04T22:15-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-02-04T22:30-0800,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2023-01-20T19:30-0800,,War Memorial Opera House,37.7785999,-122.4208
2023-02-05T20:00-0800,music,August Hall,37.7875878,-122.4096056
2023-02-05T19:30-0800,medy,Cobb's Comedy Club,37.802989,-122.4143902
2023-02-05T18:30-0800,music,Fox Theater,37.8079974,-122.2700635
2023-02-05T19:00-0800,music,Bottom Of The Hill,37.7649597,-122.3964408
2023-02-05T21:00-0800,music,Monarch,37.7809743,-122.4084128
2023-02-05T15:00-0800,music,Freight & Salvage,37.8706997,-122.2695537
2023-02-05T16:00-0800,medy,Punch Line San Francisco,37.795486,-122.4001359
2023-02-05T19:00-0800,food-drink,BiteUnite,,
2023-02-05T20:00-0800,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2023-02-05T19:30-0800,music,SFJAZZ Center,37.7764466,-122.4215079
2023-02-05T22:00-0800,music,The Great Northern,37.7674263,-122.4062869
2023-02-05T16:00-0800,heatre-performing-arts,DNA Lounge,37.7711031,-122.4126145
2023-02-05T15:00-0800,iety,Luther Burbank Center for the Arts,38.4931764,-122.7492173
2023-02-05T15:00-0800,iety,El Rio,37.7468046,-122.4194395
2022-05-31T08:00-0700,xperiences,Yerba Buena Neighborhood,37.7749295,-122.4194155
2023-02-05T19:00-0800,music,Make-Out Room,37.7552647,-122.4193588
2023-02-05T19:00-0800,music,The Golden Bull,37.8042166,-122.2703319
2023-02-05T20:00-0800,music,Amado's,37.7570372,-122.4215521
